"Address","Occurrences","Indexability","Indexability Status","Canonical Link Element 1","HTTP Canonical","Meta Robots 1","X-Robots-Tag 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1"
"https://teksea.net/","1","Indexable","","https://teksea.net/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://teksea.net/mercados-que-atendemos/hidroeletrica/","1","Indexable","","https://teksea.net/mercados-que-atendemos/hidroeletrica/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://teksea.net/mercados-que-atendemos/hidroeletrica/page/2/","","",""
"https://teksea.net/produto/tekpower-scr/","1","Indexable","","https://teksea.net/produto/tekpower-scr/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://teksea.net/produtos/","1","Indexable","","https://teksea.net/produtos/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://teksea.net/subcategoria/tiristorizados-scr/","1","Indexable","","https://teksea.net/subcategoria/tiristorizados-scr/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://teksea.net/eventos/flibs-fort-lauderdale-international-boat-show/","1","Indexable","","https://teksea.net/eventos/flibs-fort-lauderdale-international-boat-show/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://teksea.net/eventos/international-workboat-show/","1","Indexable","","https://teksea.net/eventos/international-workboat-show/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://teksea.net/mercados-que-atendemos/telecomunicacoes/","1","Indexable","","https://teksea.net/mercados-que-atendemos/telecomunicacoes/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://teksea.net/mercados-que-atendemos/petroleo-gas/","1","Indexable","","https://teksea.net/mercados-que-atendemos/petroleo-gas/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://teksea.net/mercados-que-atendemos/petroleo-gas/page/2/","","",""
"https://teksea.net/subcategoria/gateways-proprietarios-multiprotocolos/","1","Indexable","","https://teksea.net/subcategoria/gateways-proprietarios-multiprotocolos/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
