"Address","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Closest Near Duplicate Match","No. Near Duplicates","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","Total Language Errors","Spelling Errors","Grammar Errors","Language","Hash","Indexability","Indexability Status"
"https://teksea.net/","1430","337","4.243","22.265","Very Hard","","","","","","","","","","pt-BR","f31745ef9feedfaea40a360a545f4f8","Indexable",""
"https://teksea.net/mercados-que-atendemos/hidroeletrica/","514","152","3.382","29.759","Very Hard","","","","","","","","","","pt-BR","f2a57feef439d2b34c8964b8363f93b9","Indexable",""
"https://teksea.net/produto/tekpower-scr/","1080","273","3.956","48.895","Hard","","","","","","","","","","pt-BR","5705234b8a784008ee88130dd031751e","Indexable",""
"https://teksea.net/produtos/","1066","250","4.264","33.783","Hard","","","","","","","","","","pt-BR","6427f3306b0c1a6d6c272928cba4ede3","Indexable",""
"https://teksea.net/subcategoria/tiristorizados-scr/","434","125","3.472","34.306","Hard","","","","","","","","","","pt-BR","3b7faf74a114ac1aed6a87998d9135b6","Indexable",""
"https://teksea.net/eventos/flibs-fort-lauderdale-international-boat-show/","607","181","3.354","36.461","Hard","","","","","","","","","","pt-BR","6c2fde8b9ccce592baac3b9633fe7982","Indexable",""
"https://teksea.net/eventos/international-workboat-show/","606","181","3.348","37.168","Hard","","","","","","","","","","pt-BR","fd17180d1d2b4196931fa695328bede1","Indexable",""
"https://teksea.net/mercados-que-atendemos/telecomunicacoes/","442","131","3.374","30.956","Hard","","","","","","","","","","pt-BR","3ca98649cbf518de137a0d3a868189","Indexable",""
"https://teksea.net/mercados-que-atendemos/petroleo-gas/","506","152","3.329","38.436","Hard","","","","","","","","","","pt-BR","c2fe4021a64c3e2f40c897c90689b40d","Indexable",""
"https://teksea.net/subcategoria/gateways-proprietarios-multiprotocolos/","433","128","3.383","35.178","Hard","","","","","","","","","","pt-BR","e2e78fe74210f3d8b926c0820efe3f92","Indexable",""
"https://teksea.net/segmento/bombas-e-fluxometros/","487","143","3.406","39.737","Hard","","","","","","","","","","pt-BR","4f1db2a67856e6b19925e0b1056ecafa","Indexable",""
"https://teksea.net/subcategoria/parafuso-triplo/","449","131","3.427","38.867","Hard","","","","","","","","","","pt-BR","6e0fdc78f38b46e3b721472c72b8320f","Indexable",""
"https://teksea.net/subcategoria/ups-nobreak/","460","134","3.433","33.047","Hard","","","","","","","","","","pt-BR","d6111fe88fdc95c6db3fb7bd707550b5","Indexable",""
"https://teksea.net/subcategoria/radio-telecom/","436","128","3.406","37.282","Hard","","","","","","","","","","pt-BR","bcc9efd51a24536e0652b96f912f99e1","Indexable",""
"https://teksea.net/eventos/nt-expo-negocios-nos-trilhos/","752","199","3.779","36.612","Hard","","","","","","","","","","pt-BR","7f97fb6a330870da15a9b8aab8d9fc34","Indexable",""
"https://teksea.net/produto/consoles-e-mesas-de-controle/","454","130","3.492","35.581","Hard","","","","","","","","","","pt-BR","5d64b563f6302bcb41823945f99f1533","Indexable",""
"https://teksea.net/produto/industria-paineis-de-distribuicao-eletrica/","628","153","4.105","31.448","Hard","","","","","","","","","","pt-BR","bf8b39b9dbf9ceec36c109b0b8cea617","Indexable",""
"https://teksea.net/subcategoria/baterias/","432","125","3.456","36.281","Hard","","","","","","","","","","pt-BR","9078cc3da0e5222dab0dcc7f53c12bc","Indexable",""
"https://teksea.net/mercados-que-atendemos/saneamento/","514","152","3.382","29.759","Very Hard","","","","","","","","","","pt-BR","4c32f183c01e2f0dd54771f5fc011370","Indexable",""
"https://teksea.net/produto/iot-internet-of-things-skytek/","791","183","4.322","37.847","Hard","","","","","","","","","","pt-BR","1db45c3f350e1fd1add14b86922a7246","Indexable",""
"https://teksea.net/produto/retificador-carregador-chaveado-tps125/","1100","278","3.957","44.309","Hard","","","","","","","","","","pt-BR","bb552f2e6175883a93faaf7e095e9687","Indexable",""
"https://teksea.net/produto/gradil-tekbox-heavy-duty/","835","179","4.665","25.200","Very Hard","","","","","","","","","","pt-BR","3d5748e13faf3d9a6e493ec8d5f14465","Indexable",""
"https://teksea.net/teksea-e-recertificada-na-iso-90012015-consolidando-seu-padrao-de-excelencia-em-qualidade/","757","173","4.376","36.770","Hard","","","","","","","","","","pt-BR","7a34a552b671210e3a615bc3e8392701","Indexable",""
"https://teksea.net/eventos/sc-expo-defense/","734","194","3.784","38.175","Hard","","","","","","","","","","pt-BR","8117050003475fa8402094f3f000e038","Indexable",""
"https://teksea.net/sobre-nos/","1376","285","4.828","14.536","Very Hard","","","","","","","","","","pt-BR","7f2475d7c7f634de7e08236546fc564b","Indexable",""
"https://teksea.net/mercados-que-atendemos/transporte/","513","152","3.375","28.437","Very Hard","","","","","","","","","","pt-BR","15598984249b6901f3203185a1790526","Indexable",""
"https://teksea.net/produto/thor-monitoramento-remoto/","929","214","4.341","25.124","Very Hard","","","","","","","","","","pt-BR","c34f61a88394337ed4a9d8e28dd20b27","Indexable",""
"https://teksea.net/produto/bms-sistema-de-monitoramento-de-baterias/","772","189","4.085","50.584","Fairly Hard","","","","","","","","","","pt-BR","64b7a8c08b9a155331444fd204167232","Indexable",""
"https://teksea.net/investimentos-bacia-de-campos-setor-offshore/","812","173","4.694","35.684","Hard","","","","","","","","","","pt-BR","7651ab62b299dba7cc8b25ce9843028d","Indexable",""
"https://teksea.net/produto/tekleakage-monitoramento-de-isolacao-em-barramentos-eletricos/","694","161","4.311","29.847","Very Hard","","","","","","","","","","pt-BR","46213192054f6125d06ffae14af3c082","Indexable",""
"https://teksea.net/produto/teknav-nlc-painel-luzes-de-navegacao-e-sinalizacao/","1003","210","4.776","30.425","Hard","","","","","","","","","","pt-BR","3f7d80e3b1f1fd92bfc1a135761ccb3c","Indexable",""
"https://teksea.net/subcategoria/compactos-moveis/","443","128","3.461","33.740","Hard","","","","","","","","","","pt-BR","9d7dd96d8b6c7d09e9e67d866ff7d379","Indexable",""
"https://teksea.net/mercados-que-atendemos/mobilidade-eletrica/","515","152","3.388","27.461","Very Hard","","","","","","","","","","pt-BR","3f9cbb229473442cc6145cfcb82344eb","Indexable",""
"https://teksea.net/documentacao/","495","135","3.667","30.324","Hard","","","","","","","","","","pt-BR","f5f7d23c3080f4fad5abcc925339fa30","Indexable",""
"https://teksea.net/subcategoria/conversor-estatico/","434","125","3.472","35.670","Hard","","","","","","","","","","pt-BR","772f7ebed381ac99f86e53035c1f711f","Indexable",""
"https://teksea.net/auditoria-da-petrobras-e-concluida-com-sucesso-e-reforca-qualidade-da-teksea/","681","160","4.256","38.533","Hard","","","","","","","","","","pt-BR","ac97dbb166417adb1fe15618a1ffc347","Indexable",""
"https://teksea.net/mercados-que-atendemos/defesa-seguranca/","506","152","3.329","36.764","Hard","","","","","","","","","","pt-BR","e0311533a870d17f6380f3f83c304535","Indexable",""
"https://teksea.net/produto/kral-display-e-unidade-de-processamento-bem500/","902","194","4.649","50.455","Fairly Hard","","","","","","","","","","pt-BR","8d15fb54c8d78173d62eb90daf7b3730","Indexable",""
"https://teksea.net/produto/ups-industrial-scr-igbt/","988","281","3.516","56.586","Fairly Hard","","","","","","","","","","pt-BR","ff6d14d9f885ac8d06bacdc4cae35922","Indexable",""
"https://teksea.net/produto/tms-1000-monitoracao-e-alarmes-de-tanques/","757","170","4.453","37.027","Hard","","","","","","","","","","pt-BR","6911432062151bd6f867fea7e50d8086","Indexable",""
"https://teksea.net/subcategoria/protecao/","427","125","3.416","35.951","Hard","","","","","","","","","","pt-BR","9ff85c4a33f55b462820e44d4f8a2f47","Indexable",""
