"Address","Status Code","Title 1","Indexability","Indexability Status"
"https://lolaaviamentos.com.br/","200","Lola Aviamentos - Entretelas para confecções e insumos para Bonés","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/account/register","0","","Non-Indexable","Blocked by robots.txt"
"https://lolaaviamentos.com.br/entretela-de-memoria/cinza/","200","Cinza","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/search/?q=tela+lt","0","","Non-Indexable","Blocked by robots.txt"
"https://lolaaviamentos.com.br/insumos-para-bones/regulador-plastico/","200","Regulador Plástico","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/produtos/filme-plastico-magico-para-bordado-45g/","200","Filme Plástico Mágico para Bordado 45g - Flexível e Sem Formaldeíd","Indexable",""
"https://lolaaviamentos.com.br/produtos/entretela-para-bordado-rasgavel-40g-90cm-200m/","200","Entretela Não Tecido para Bordado Rasgável","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/produtos/fita-magica/","200","Fita Mágica Termocolante Dupla Face 0,2cm x 50m para Bainha","Indexable",""
"https://www.lolaaviamentos.com.br/empresa/","200","A Lola","Indexable",""
"https://lolaaviamentos.com.br/insumos-para-bones/suede1/","200","Tecidos","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/bordado1/toque-macio/","200","Entretelas de Toque Macio","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/acessorios/","200","Acessórios","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/entretela-alfaiataria/termocolante1/","200","Entretela de tecido","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/produtos/tela-de-poliester-mesh-7dmsd/","200","Tela de Poliéster Mesh: Leve, Resistente e Respirável","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-dupla-face-90cm-50m/","200","Entretela Dupla Face Adesiva E Termocolante 90cm X 50m","Indexable",""
"https://www.lolaaviamentos.com.br/politica_privacidade/","200","Política de Privacidade","Indexable",""
"https://lolaaviamentos.com.br/produtos/","200","Compre online produtos de Lola Aviamentos - Entretelas para confecções e insumos para Bonés","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/produtos/kit-fita-dupla-face-19mm-x-30m-fd-01/","200","Fita Dupla Face  - Alta Aderência Lola","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/produtos/tecido-suede-160g/","200","Tecido Suede","Indexable",""
"https://lolaaviamentos.com.br/contato/","200","Contato - Lola Aviamentos - Entretelas para confecções e insumos para Bonés","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/produtos/entretela-para-bordado-toque-macio-40g-90cm-100m/","200","Entretela Não Tecido para Bordado Toque Macio 40g 90cm x 100m","Indexable",""
"https://www.lolaaviamentos.com.br/entretela-de-memoria/","200","Entretela de Memória Termocolante","Indexable",""
"https://www.lolaaviamentos.com.br/bordado1/","200","Bordado","Indexable",""
"https://lolaaviamentos.com.br/entretela-de-memoria/branca/","200","Branca","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/liquidacao/","200","Liquidação","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/entretela-alfaiataria/tnt-termocolante/","200","TNT Termocolante","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/produtos/filme-hidrossoluvel-para-bordado-40g-fh-10-15sed/","200","Filme Hidrossolúvel para Bordado 40g - Limpeza Fácil e Suave","Indexable",""
"https://lolaaviamentos.com.br/insumos-para-bones/tela/","200","Tela","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/entretela-alfaiataria/tecido-plano/","200","Tecido Plano","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/bordado1/","200","Bordado","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/insumos-para-bones/vies1/","200","Viés","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/","200","Lola Aviamentos - Entretelas para confecções e insumos para Bonés","Indexable",""
"https://lolaaviamentos.com.br/entretela-alfaiataria/entretelas-de-malha/","200","Entretelas de Malha","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/cdn-cgi/l/email-protection","404","","Non-Indexable","Client Error"
"https://lolaaviamentos.com.br/insumos-para-bones/aba-plastica/","200","Aba Plástica","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/entretela-alfaiataria/algodao/","200","Algodão","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/account/login/","0","","Non-Indexable","Blocked by robots.txt"
"https://lolaaviamentos.com.br/entretela-alfaiataria/","200","Entretelas para Alfaiataria","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/produtos/entretela-de-tnt-micro-ponto-termocolante-70g-lab-407-408/","200","Entretela Termocolante Leve 50g","Indexable",""
"https://lolaaviamentos.com.br/bordado1/filmes/","200","Filmes","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/insumos-para-bones/","200","Insumos para Bonés","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/produtos/tela-de-poliester-mesh-7dmsd/","200","Tela de Poliéster Mesh: Leve, Resistente e Respirável","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/bordado1/termocolante/","200","Entretelas Termocolantes","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/insumos-para-bones/","200","Insumos para Bonés","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-tnt-micro-ponto-termocolante-60g-lab-409-410/","200","Entretela de TNT (Micro Ponto) Termocolante 60g Lab-409/410","Indexable",""
"https://lolaaviamentos.com.br/account/reset","0","","Non-Indexable","Blocked by robots.txt"
"https://lolaaviamentos.com.br/bordado1/hidrossoluvel/","200","Entretela Hidrossolúvel","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/produtos/tela-de-poliester-105g-155-100m/","200","Tela de Poliéster 105g 1,55 x 100m","Indexable",""
"https://www.lolaaviamentos.com.br/trocas-devolucoes/","200","Trocas e Devoluções","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/regulador-plastico-para-bone-1000-un/","200","Regulador Plástico para Boné 1.000 unidades","Indexable",""
"https://lolaaviamentos.com.br/bordado1/rasgo-facil/","200","Rasgo Fácil","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/entretela-de-memoria/preta/","200","Preta","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/maquinas-acessorios/","200","Máquinas para Confecção","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/entretela-alfaiataria/","200","Entretelas para Alfaiataria","Indexable",""
"https://lolaaviamentos.com.br/produtos/entretelas-tecido-de-algodao-termocolante-etp-15m-x-100m/","200","Entretelas de Algodão Termocolante","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/produtos/https-www-lolaaviamentos-com-br-acessorios/","200","Aparelho de Bronze para Viés 25 e 30mm - Ajuste Preciso","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/botao-de-forrar-encapar-para-bone-15mm-1000un/","200","Botão de Forrar / Encapar para Boné 15mm 1.000un.","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-hidrossoluvel-para-bordado-60g-52cm-25m/","200","Entretela Hidrossolúvel para Bordado 60g 52cm x 25m","Indexable",""
"https://lolaaviamentos.com.br/entretela-de-memoria/","200","Entretela de Memória Termocolante","Non-Indexable","Canonicalised"
