"Address","Title 1","Occurrences","HTML hreflang 1","HTML hreflang 1 URL","HTTP hreflang 1","HTTP hreflang 1 URL","Sitemap hreflang 1","Sitemap hreflang 1 URL","Indexability","Indexability Status"
"https://lolaaviamentos.com.br/","Lola Aviamentos - Entretelas para confecções e insumos para Bonés","0","","","","","","","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/entretela-de-memoria/cinza/","Cinza","0","","","","","","","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/insumos-para-bones/regulador-plastico/","Regulador Plástico","0","","","","","","","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/produtos/filme-plastico-magico-para-bordado-45g/","Filme Plástico Mágico para Bordado 45g - Flexível e Sem Formaldeíd","0","","","","","","","Indexable",""
"https://lolaaviamentos.com.br/produtos/entretela-para-bordado-rasgavel-40g-90cm-200m/","Entretela Não Tecido para Bordado Rasgável","0","","","","","","","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/produtos/fita-magica/","Fita Mágica Termocolante Dupla Face 0,2cm x 50m para Bainha","0","","","","","","","Indexable",""
"https://www.lolaaviamentos.com.br/empresa/","A Lola","0","","","","","","","Indexable",""
"https://lolaaviamentos.com.br/insumos-para-bones/suede1/","Tecidos","0","","","","","","","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/bordado1/toque-macio/","Entretelas de Toque Macio","0","","","","","","","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/acessorios/","Acessórios","0","","","","","","","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/entretela-alfaiataria/termocolante1/","Entretela de tecido","0","","","","","","","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/produtos/tela-de-poliester-mesh-7dmsd/","Tela de Poliéster Mesh: Leve, Resistente e Respirável","0","","","","","","","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-dupla-face-90cm-50m/","Entretela Dupla Face Adesiva E Termocolante 90cm X 50m","0","","","","","","","Indexable",""
"https://www.lolaaviamentos.com.br/politica_privacidade/","Política de Privacidade","0","","","","","","","Indexable",""
"https://lolaaviamentos.com.br/produtos/","Compre online produtos de Lola Aviamentos - Entretelas para confecções e insumos para Bonés","0","","","","","","","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/produtos/kit-fita-dupla-face-19mm-x-30m-fd-01/","Fita Dupla Face  - Alta Aderência Lola","0","","","","","","","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/produtos/tecido-suede-160g/","Tecido Suede","0","","","","","","","Indexable",""
"https://lolaaviamentos.com.br/contato/","Contato - Lola Aviamentos - Entretelas para confecções e insumos para Bonés","0","","","","","","","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/produtos/entretela-para-bordado-toque-macio-40g-90cm-100m/","Entretela Não Tecido para Bordado Toque Macio 40g 90cm x 100m","0","","","","","","","Indexable",""
"https://www.lolaaviamentos.com.br/entretela-de-memoria/","Entretela de Memória Termocolante","0","","","","","","","Indexable",""
"https://www.lolaaviamentos.com.br/bordado1/","Bordado","0","","","","","","","Indexable",""
"https://lolaaviamentos.com.br/entretela-de-memoria/branca/","Branca","0","","","","","","","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/liquidacao/","Liquidação","0","","","","","","","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/entretela-alfaiataria/tnt-termocolante/","TNT Termocolante","0","","","","","","","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/produtos/filme-hidrossoluvel-para-bordado-40g-fh-10-15sed/","Filme Hidrossolúvel para Bordado 40g - Limpeza Fácil e Suave","0","","","","","","","Indexable",""
"https://lolaaviamentos.com.br/insumos-para-bones/tela/","Tela","0","","","","","","","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/entretela-alfaiataria/tecido-plano/","Tecido Plano","0","","","","","","","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/bordado1/","Bordado","0","","","","","","","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/insumos-para-bones/vies1/","Viés","0","","","","","","","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/","Lola Aviamentos - Entretelas para confecções e insumos para Bonés","0","","","","","","","Indexable",""
"https://lolaaviamentos.com.br/entretela-alfaiataria/entretelas-de-malha/","Entretelas de Malha","0","","","","","","","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/insumos-para-bones/aba-plastica/","Aba Plástica","0","","","","","","","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/entretela-alfaiataria/algodao/","Algodão","0","","","","","","","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/entretela-alfaiataria/","Entretelas para Alfaiataria","0","","","","","","","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/produtos/entretela-de-tnt-micro-ponto-termocolante-70g-lab-407-408/","Entretela Termocolante Leve 50g","0","","","","","","","Indexable",""
"https://lolaaviamentos.com.br/bordado1/filmes/","Filmes","0","","","","","","","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/insumos-para-bones/","Insumos para Bonés","0","","","","","","","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/produtos/tela-de-poliester-mesh-7dmsd/","Tela de Poliéster Mesh: Leve, Resistente e Respirável","0","","","","","","","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/bordado1/termocolante/","Entretelas Termocolantes","0","","","","","","","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/insumos-para-bones/","Insumos para Bonés","0","","","","","","","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-de-tnt-micro-ponto-termocolante-60g-lab-409-410/","Entretela de TNT (Micro Ponto) Termocolante 60g Lab-409/410","0","","","","","","","Indexable",""
"https://lolaaviamentos.com.br/bordado1/hidrossoluvel/","Entretela Hidrossolúvel","0","","","","","","","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/produtos/tela-de-poliester-105g-155-100m/","Tela de Poliéster 105g 1,55 x 100m","0","","","","","","","Indexable",""
"https://www.lolaaviamentos.com.br/trocas-devolucoes/","Trocas e Devoluções","0","","","","","","","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/regulador-plastico-para-bone-1000-un/","Regulador Plástico para Boné 1.000 unidades","0","","","","","","","Indexable",""
"https://lolaaviamentos.com.br/bordado1/rasgo-facil/","Rasgo Fácil","0","","","","","","","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/entretela-de-memoria/preta/","Preta","0","","","","","","","Non-Indexable","Canonicalised"
"https://lolaaviamentos.com.br/maquinas-acessorios/","Máquinas para Confecção","0","","","","","","","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/entretela-alfaiataria/","Entretelas para Alfaiataria","0","","","","","","","Indexable",""
"https://lolaaviamentos.com.br/produtos/entretelas-tecido-de-algodao-termocolante-etp-15m-x-100m/","Entretelas de Algodão Termocolante","0","","","","","","","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/produtos/https-www-lolaaviamentos-com-br-acessorios/","Aparelho de Bronze para Viés 25 e 30mm - Ajuste Preciso","0","","","","","","","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/botao-de-forrar-encapar-para-bone-15mm-1000un/","Botão de Forrar / Encapar para Boné 15mm 1.000un.","0","","","","","","","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-hidrossoluvel-para-bordado-60g-52cm-25m/","Entretela Hidrossolúvel para Bordado 60g 52cm x 25m","0","","","","","","","Indexable",""
"https://lolaaviamentos.com.br/entretela-de-memoria/","Entretela de Memória Termocolante","0","","","","","","","Non-Indexable","Canonicalised"
"https://www.lolaaviamentos.com.br/entretela-de-memoria/cinza/","Cinza","0","","","","","","","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-cavalinho-de-memoria-termocolante-cinza-285g-16-100m/","Entretela Cavalinho de Memória Termocolante Cinza","0","","","","","","","Indexable",""
"https://www.lolaaviamentos.com.br/produtos/entretela-cavalinho-de-memoria-termocolante-cinza-330g/","Entretela Cavalinho de Memória Termocolante Cinza 330g","0","","","","","","","Indexable",""
"https://www.lolaaviamentos.com.br/insumos-para-bones/regulador-plastico/","Regulador Plástico","0","","","","","","","Indexable",""
"https://www.lolaaviamentos.com.br/bordado1/filmes/","Filmes","0","","","","","","","Indexable",""
