"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Description 2","Meta Description 2 Length","Meta Description 2 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://preview.indianapolis.com.br/","text/html; charset=UTF-8","200","OK","Indexable","","Peças em Ferro Fundido e Usinagem | Metal Indianópolis","54","506","Fabricante de peças em ferro fundido nodular e cinzento com usinagem CNC de precisão. Mais de 60 anos de tradição e certificação ISO 9001. Solicite cotação!","156","983","","0","0","","0","","0","","0","(11) 4649-7722","14","vendas@indianapolis.com.br","26","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://preview.indianapolis.com.br/","","","","","","304485","51698","51698","19.805","","1323","334","3.961","16.285","Very Hard","3.274","0","0","","187","42","0","100.000","45","11","0","3","3","0","","","","","bafece184af8b32d13460f6f8e30e0e8","0.587","","","","","pt-BR","1.1","","","","","","https://preview.indianapolis.com.br/","2026-06-22 21:10:26"
"https://preview.indianapolis.com.br/wp-content/uploads/2026/05/blog-fabrica-de-roldanas-f43dbe2caf-convertido-de-jpg.webp","image/webp","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","16774","16774","16774","6.426","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.032","Fri, 22 May 2026 13:18:47 GMT","","","","","1.1","","","","","","https://preview.indianapolis.com.br/wp-content/uploads/2026/05/blog-fabrica-de-roldanas-f43dbe2caf-convertido-de-jpg.webp","2026-06-22 21:10:31"
"https://preview.indianapolis.com.br/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=10.7.0","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1272","1272","1272","0.487","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.093","Mon, 22 Jun 2026 20:31:56 GMT","","","","","1.1","","","","","","https://preview.indianapolis.com.br/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=10.7.0","2026-06-22 21:10:31"
"https://preview.indianapolis.com.br/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","7101","7101","7101","2.720","","0","","","","","0.000","1","4","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.126","Fri, 17 Apr 2026 13:40:22 GMT","","","","","1.1","","","","","","https://preview.indianapolis.com.br/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3","2026-06-22 21:10:31"
"https://preview.indianapolis.com.br/wp-content/plugins/royal-elementor-addons/assets/js/frontend.min.js?ver=1.7.1061","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","60840","60840","60840","23.307","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.125","Mon, 22 Jun 2026 20:32:05 GMT","","","","","1.1","","","","","","https://preview.indianapolis.com.br/wp-content/plugins/royal-elementor-addons/assets/js/frontend.min.js?ver=1.7.1061","2026-06-22 21:10:31"
"https://preview.indianapolis.com.br/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor.css?ver=2.8.7","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","322","322","322","0.123","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.135","Mon, 22 Jun 2026 20:31:53 GMT","","","","","1.1","","","","","","https://preview.indianapolis.com.br/wp-content/plugins/header-footer-elementor/assets/css/header-footer-elementor.css?ver=2.8.7","2026-06-22 21:10:31"
"https://preview.indianapolis.com.br/wp-includes/js/dist/hooks.min.js?ver=dd5603f07f9220ed27f1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1939","1939","1939","0.743","","0","","","","","0.000","1","3","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.097","Fri, 17 Apr 2026 13:40:22 GMT","","","","","1.1","","","","","","https://preview.indianapolis.com.br/wp-includes/js/dist/hooks.min.js?ver=dd5603f07f9220ed27f1","2026-06-22 21:10:31"
"https://preview.indianapolis.com.br/wp-content/themes/hello-elementor/assets/css/theme.css?ver=3.4.7","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1272","1272","1272","0.487","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.091","Mon, 22 Jun 2026 20:31:49 GMT","","","","","1.1","","","","","","https://preview.indianapolis.com.br/wp-content/themes/hello-elementor/assets/css/theme.css?ver=3.4.7","2026-06-22 21:10:31"
"https://preview.indianapolis.com.br/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/wpr-link-animations.min.css?ver=1.7.1061","text/css","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","869","869","869","0.333","","0","","","","","0.000","1","7","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.105","Mon, 22 Jun 2026 20:32:05 GMT","","","","","1.1","","","","","","https://preview.indianapolis.com.br/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/wpr-link-animations.min.css?ver=1.7.1061","2026-06-22 21:10:31"
"https://preview.indianapolis.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=4.1.1","application/x-javascript","200","OK","Indexable","","","0","0","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","2544","2544","2544","0.975","","0","","","","","0.000","1","5","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.106","Mon, 22 Jun 2026 20:32:07 GMT","","","","","1.1","","","","","","https://preview.indianapolis.com.br/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=4.1.1","2026-06-22 21:10:31"
