"Address","Occurrences","H1-1","H1-1 Length","H1-2","H1-2 Length","Indexability","Indexability Status"
"https://preview.indianapolis.com.br/","0","","0","","0","Indexable",""
"https://preview.indianapolis.com.br/ferro-fundido-cinzento/","2","Ferro Fundido Cinzento: Material versátil e resistente","54","Ferro Fundido Cinzento: Material versátil e resistente","54","Indexable",""
"https://preview.indianapolis.com.br/contato/","0","","0","","0","Indexable",""
"https://preview.indianapolis.com.br/produtos/","0","","0","","0","Indexable",""
"https://preview.indianapolis.com.br/preco-do-ferro-fundido-kg/","2","Qualidade e custo: Encontre melhor preço do ferro fundido KG","60","Qualidade e custo: Encontre melhor preço do ferro fundido KG","60","Indexable",""
"https://preview.indianapolis.com.br/blog/","0","","0","","0","Indexable",""
"https://preview.indianapolis.com.br/fabrica-de-roldanas/","2","Garanta a qualidade de suas peças com fábrica de roldanas","57","Garanta a qualidade de suas peças com fábrica de roldanas","57","Indexable",""
"https://preview.indianapolis.com.br/categoria-produto/automotivo/","1","Automotivo","10","","0","Indexable",""
"https://preview.indianapolis.com.br/produto/camisa-compressor-ar/","1","Camisa para Compressor de Ar","28","","0","Indexable",""
"https://preview.indianapolis.com.br/produto/anel-bipartido/","1","Anel Bipartido","14","","0","Indexable",""
"https://preview.indianapolis.com.br/empresa/","0","","0","","0","Indexable",""
"https://preview.indianapolis.com.br/produto/fundicao-pecas-agricolas/","1","Fundição de Peças Agrícolas","27","","0","Indexable",""
"https://preview.indianapolis.com.br/produto/moldes-industria-vidreira/","1","Moldes de Indústria Vidreira","28","","0","Indexable",""
"https://preview.indianapolis.com.br/solucoes/","0","","0","","0","Indexable",""
"https://preview.indianapolis.com.br/produto/cabecote-de-compressor-de-ar/","1","Cabeçote de Compressor de Ar","28","","0","Indexable",""
"https://preview.indianapolis.com.br/produto/porca-do-cardan/","1","Porca do Cardan","15","","0","Indexable",""
"https://preview.indianapolis.com.br/produto/fundicao-ferro-fundido/","1","Fundição de Ferro Fundido","25","","0","Indexable",""
"https://preview.indianapolis.com.br/categoria-produto/aneis-de-segmento/","1","Anéis de Segmento","17","","0","Indexable",""
"https://preview.indianapolis.com.br/produto/fundicao-de-pecas-em-ferro-fundido/","1","Fundição de Peças em Ferro Fundido","34","","0","Indexable",""
"https://preview.indianapolis.com.br/categoria-produto/construcao-civil/","1","Construção Civil","16","","0","Indexable",""
"https://preview.indianapolis.com.br/categoria-produto/maquinas-e-equipamentos/","1","Máquinas e Equipamentos","23","","0","Indexable",""
"https://preview.indianapolis.com.br/anel-de-segmento-do-motor/","2","Maximize o desempenho com anel de segmento do motor","51","Maximize o desempenho com anel de segmento do motor","51","Indexable",""
"https://preview.indianapolis.com.br/cabecote-para-compressor/","2","Importância do cabeçote para compressor na confiança de equipamentos","68","Importância do cabeçote para compressor na confiança de equipamentos","68","Indexable",""
"https://preview.indianapolis.com.br/fundicao-de-ferros/","2","Como escolher a melhor fundição de ferro para sua aplicação","59","Como escolher a melhor fundição de ferro para sua aplicação","59","Indexable",""
"https://preview.indianapolis.com.br/fabricante-de-pecas-automotivas/","2","Como escolher o fabricante de peças automotivas ideal para sua necessidade","74","Como escolher o fabricante de peças automotivas ideal para sua necessidade","74","Indexable",""
"https://preview.indianapolis.com.br/camisa-compressor/","2","Uso de camisa compressor para resultados excepcionais!","54","Uso de camisa compressor para resultados excepcionais!","54","Indexable",""
"https://preview.indianapolis.com.br/preco-ferro-fundido/","2","Descubra os fatores que influenciam o preço ferro fundido","57","Descubra os fatores que influenciam o preço ferro fundido","57","Indexable",""
"https://preview.indianapolis.com.br/anel-de-segmento-preco/","2","Como encontrar o melhor anel de segmento preço?","47","Como encontrar o melhor anel de segmento preço?","47","Indexable",""
"https://preview.indianapolis.com.br/anel-de-segmento/","2","Entenda mais sobre a aplicação e tipos de anel de segmento","58","Entenda mais sobre a aplicação e tipos de anel de segmento","58","Indexable",""
"https://preview.indianapolis.com.br/pecas-para-tratores/","2","Descubra como escolher as melhores peças para tratores","54","Descubra como escolher as melhores peças para tratores","54","Indexable",""
"https://preview.indianapolis.com.br/produto/abracadeira-rapida/","1","Abraçadeira Rápida","18","","0","Indexable",""
"https://preview.indianapolis.com.br/produto/tirante-para-elevador/","1","Soquete do Tirante","18","","0","Indexable",""
"https://preview.indianapolis.com.br/produto/rolo-de-apoio/","1","Rolo de Apoio","13","","0","Indexable",""
"https://preview.indianapolis.com.br/produto/abracadeira-fixa/","1","Abraçadeira Fixa","16","","0","Indexable",""
"https://preview.indianapolis.com.br/produto/placa-de-ancoragem/","1","Placa de Ancoragem","18","","0","Indexable",""
"https://preview.indianapolis.com.br/produto/pecas-bomba-concreto/","1","Curva Bomba Concreto","20","","0","Indexable",""
"https://preview.indianapolis.com.br/produto/rolo-de-apoio-para-betoneira/","1","Bucha do Rolo de Apoio","22","","0","Indexable",""
"https://preview.indianapolis.com.br/produto/rolo-apoio-betoneira/","1","Rolo de Apoio para Betoneira","28","","0","Indexable",""
"https://preview.indianapolis.com.br/produto/polia-de-elevador/","1","Polia de Elevador","17","","0","Indexable",""
"https://preview.indianapolis.com.br/categoria-produto/sem-categoria/","1","Sem categoria","13","","0","Indexable",""
"https://preview.indianapolis.com.br/produto/aneis-de-segmento/","1","Anéis de Segmento","17","","0","Indexable",""
"https://preview.indianapolis.com.br/categoria-produto/industria-vidreira/","1","Indústria Vidreira","18","","0","Indexable",""
